user_id,churned,days_since_last_trip,days_since_last_session,trips_last_7d,trips_last_30d,trips_last_60d,trips_last_90d,monetary_total,monetary_avg,trips_lifetime,monetary_last_30d,avg_fare,avg_surge,tip_rate,peak_hour_rate,weekend_ratio,session_last_30d,avg_time_on_app,session_conversion_rate,activity_trend_30d,rfm_recency_score,rfm_frequency_score,rfm_monetary_score,rfm_combined_score,account_age_days,was_referred,loyalty_status,age,city,engagement_score,cluster,segment
R04136,0,12,0.0,0,1,3,6,469.02,21.32,22,19.644,16.772,1.168,0.182,0.182,0.318,4.0,31.0,0.0,0.25,3,2,5,3.33,190,0,Bronze,24,Nairobi,3.15,2.0,Champions
R04137,0,11,0.0,0,2,4,6,343.48,20.21,17,25.89,16.189,1.124,0.765,0.059,0.412,4.0,168.25,0.0,0.4,3,4,2,3.0,292,0,Gold,31,Nairobi,3.1,3.0,Loyal Riders
R04138,0,25,0.0,0,1,2,3,299.19,16.62,18,7.93,14.277,1.128,0.111,0.333,0.167,4.0,35.0,0.0,0.333,2,2,2,2.0,367,0,Bronze,31,Cairo,2.0,1.0,Dormant
R04139,0,19,0.0,0,2,7,9,188.23,13.45,14,17.683,12.087,1.079,0.143,0.214,0.214,7.0,80.571,0.0,0.25,2,4,1,2.33,635,0,Bronze,43,Cairo,2.45,0.0,At-Risk
R04140,0,15,0.0,0,1,2,3,365.45,24.36,15,8.46,16.826,1.26,0.333,0.267,0.267,4.0,67.75,0.25,0.333,3,2,3,2.67,574,1,Bronze,29,Nairobi,2.65,2.0,Champions
R04141,0,1,0.0,1,1,2,2,210.4,19.13,11,11.02,15.627,1.127,0.364,0.364,0.182,6.0,118.5,0.0,0.333,5,2,1,2.67,523,1,Silver,35,Lagos,2.95,0.0,At-Risk
R04143,0,35,0.0,0,0,4,6,330.75,17.41,19,0.0,14.866,1.132,0.263,0.211,0.158,9.0,24.556,0.0,0.0,1,1,2,1.33,183,0,Bronze,62,Nairobi,1.25,1.0,Dormant
R04144,0,5,0.0,1,4,6,7,302.34,17.78,17,108.26,15.659,1.1,0.176,0.529,0.176,7.0,46.0,0.143,0.571,4,5,2,3.67,100,0,Bronze,31,Lagos,3.85,0.0,At-Risk
R04146,0,6,0.0,1,1,2,3,182.26,16.57,11,11.39,14.235,1.118,0.091,0.182,0.182,9.0,216.889,0.0,0.333,4,2,1,2.33,64,0,Silver,38,Cairo,2.55,0.0,At-Risk
R04147,0,33,0.0,0,0,2,3,403.22,17.53,23,0.0,15.712,1.091,0.261,0.174,0.391,6.0,42.833,0.0,0.0,1,1,4,2.0,111,0,Silver,39,Nairobi,1.75,1.0,Dormant
R04148,0,4,0.0,2,3,3,5,476.16,19.05,25,81.577,16.129,1.144,0.36,0.44,0.2,6.0,58.833,0.0,0.75,5,5,5,5.0,202,0,Bronze,41,Lagos,5.0,2.0,Champions
R04149,0,22,0.0,0,2,4,4,352.64,22.04,16,23.69,16.348,1.219,0.375,0.375,0.25,3.0,36.0,0.0,0.4,2,4,3,3.0,74,0,Bronze,31,Cairo,2.95,2.0,Champions
R04151,0,9,0.0,0,4,6,7,403.27,17.53,23,52.65,14.67,1.104,0.348,0.217,0.261,9.0,72.333,0.111,0.571,4,5,4,4.33,698,1,Bronze,34,Nairobi,4.35,2.0,Champions
R04152,0,38,0.0,0,0,2,4,515.3,20.61,25,0.0,15.236,1.248,0.36,0.56,0.36,7.0,308.0,0.0,0.0,1,1,5,2.33,534,1,Bronze,18,Lagos,2.0,1.0,Dormant
R04153,0,15,0.0,0,2,3,3,348.01,19.33,18,54.206,15.489,1.183,0.0,0.278,0.167,2.0,22.0,0.5,0.5,3,4,3,3.33,310,0,Bronze,18,Cairo,3.35,2.0,Champions
R04154,0,14,0.0,0,3,3,5,503.53,20.14,25,59.006,17.379,1.104,0.32,0.2,0.2,3.0,639.0,0.0,0.75,3,5,5,4.33,573,0,Bronze,25,Cairo,4.2,2.0,Champions
R04155,0,17,0.0,0,1,3,5,491.0,20.46,24,24.29,16.203,1.167,0.375,0.208,0.208,3.0,127.0,0.0,0.25,2,2,5,3.0,640,1,Silver,25,Lagos,2.75,1.0,Dormant
R04156,0,7,0.0,0,2,4,6,484.74,16.72,29,28.346000000000004,14.569,1.072,0.241,0.31,0.448,7.0,257.857,0.143,0.4,4,4,5,4.33,80,0,Bronze,32,Cairo,4.25,2.0,Champions
R04158,0,10,0.0,0,2,2,3,254.08,23.1,11,31.479999999999997,17.977,1.173,0.364,0.364,0.273,4.0,90.75,0.0,0.667,3,4,1,2.67,249,1,Silver,35,Lagos,2.85,2.0,Champions
R04159,1,24,0.0,0,1,6,7,370.08,17.62,21,16.11,14.24,1.143,0.381,0.476,0.238,1.0,17.0,1.0,0.143,2,2,3,2.33,490,1,Bronze,30,Lagos,2.25,3.0,Loyal Riders
R04160,0,2,0.0,1,1,5,6,386.24,19.31,20,11.43,14.767,1.185,0.5,0.4,0.35,3.0,71.333,0.667,0.167,5,2,3,3.33,116,0,Gold,31,Nairobi,3.45,3.0,Loyal Riders
R04161,0,3,0.0,1,1,5,5,373.29,18.66,20,47.549,15.791,1.15,0.2,0.6,0.25,5.0,40.4,0.2,0.167,5,2,3,3.33,315,0,Bronze,38,Lagos,3.45,2.0,Champions
R04162,0,9,0.0,0,1,3,4,519.41,19.24,27,26.15,16.268,1.133,0.185,0.222,0.296,4.0,65.5,0.0,0.25,4,2,5,3.67,731,1,Bronze,40,Lagos,3.55,2.0,Champions
R04163,0,57,0.0,0,0,1,2,237.56,23.76,10,0.0,18.012,1.2,0.5,0.3,0.3,5.0,172.6,0.2,0.0,1,1,1,1.0,616,1,Bronze,42,Nairobi,1.0,1.0,Dormant
R04164,0,38,0.0,0,0,1,5,476.34,19.85,24,0.0,15.079,1.2,0.208,0.5,0.5,5.0,42.4,0.2,0.0,1,1,5,2.33,67,0,Silver,26,Lagos,2.0,1.0,Dormant
R04165,0,8,0.0,0,1,2,6,368.77,16.03,23,13.83,13.657,1.091,0.304,0.348,0.261,6.0,237.167,0.0,0.333,4,2,3,3.0,649,0,Bronze,22,Nairobi,3.05,0.0,At-Risk
R04167,0,3,0.0,1,3,3,5,240.25,15.02,16,35.29,13.701,1.062,0.312,0.5,0.375,6.0,117.333,0.0,0.75,5,5,1,3.67,535,0,Bronze,38,Nairobi,4.0,0.0,At-Risk
R04168,1,53,0.0,0,0,1,2,253.18,15.82,16,0.0,13.712,1.112,0.312,0.375,0.312,2.0,247.0,0.0,0.0,1,1,1,1.0,430,0,Silver,42,Cairo,1.0,1.0,Dormant
R04169,0,23,0.0,0,1,2,6,437.86,20.85,21,16.11,14.865,1.19,0.571,0.524,0.19,7.0,25.143,0.429,0.333,2,2,4,2.67,136,1,Gold,29,Lagos,2.5,3.0,Loyal Riders
R04170,0,28,0.0,0,1,2,4,382.83,19.14,20,14.77,15.9,1.095,0.35,0.3,0.45,9.0,65.111,0.0,0.333,2,2,3,2.33,297,0,Bronze,37,Nairobi,2.25,1.0,Dormant
R04171,0,2,0.0,2,3,4,5,301.42,17.73,17,58.236,14.733,1.118,0.647,0.059,0.294,5.0,559.0,0.4,0.6,5,5,2,4.0,364,0,Platinum,30,Nairobi,4.25,3.0,Loyal Riders
R04172,0,4,0.0,1,2,2,4,423.65,21.18,20,32.16,17.419,1.175,0.35,0.2,0.35,4.0,24.75,0.25,0.667,5,4,4,4.33,581,0,Silver,36,Nairobi,4.4,2.0,Champions
R04173,0,30,0.0,0,0,3,5,421.08,19.14,22,0.0,15.871,1.123,0.182,0.273,0.136,3.0,78.667,0.0,0.0,1,1,4,2.0,116,1,Silver,46,Cairo,1.75,1.0,Dormant
R04175,1,64,0.0,0,0,0,3,506.52,24.12,21,0.0,17.173,1.219,0.381,0.571,0.429,3.0,80.333,0.333,0.0,1,1,5,2.33,554,1,Silver,38,Lagos,2.0,1.0,Dormant
R04176,0,31,0.0,0,0,3,5,306.53,16.13,19,0.0,13.401,1.132,0.263,0.316,0.053,8.0,36.25,0.125,0.0,1,1,2,1.33,256,0,Silver,42,Cairo,1.25,1.0,Dormant
R04179,0,18,0.0,0,1,1,2,402.07,23.65,17,10.87,17.128,1.206,0.294,0.471,0.235,7.0,64.143,0.286,0.5,2,2,4,2.67,410,0,Bronze,27,Lagos,2.5,2.0,Champions
R04181,0,25,0.0,0,1,2,2,379.66,22.33,17,16.93,17.242,1.224,0.118,0.294,0.235,7.0,42.0,0.0,0.333,2,2,3,2.33,174,0,Bronze,28,Cairo,2.25,1.0,Dormant
R04182,0,11,0.0,0,4,4,11,622.4,20.08,31,126.069,15.599,1.174,0.323,0.258,0.194,6.0,364.167,0.167,0.8,3,5,5,4.33,133,0,Bronze,40,Cairo,4.2,2.0,Champions
R04183,0,1,0.0,1,2,6,10,473.23,20.58,23,28.85,16.73,1.13,0.304,0.696,0.304,3.0,22.333,0.0,0.286,5,4,5,4.67,151,0,Bronze,49,Lagos,4.65,2.0,Champions
R04184,0,6,0.0,1,2,4,6,549.87,20.37,27,34.05,16.727,1.144,0.222,0.296,0.407,9.0,88.889,0.0,0.4,4,4,5,4.33,163,1,Bronze,33,Cairo,4.25,2.0,Champions
R04185,1,11,0.0,0,3,4,6,377.19,19.85,19,64.628,15.719,1.163,0.474,0.474,0.105,5.0,409.4,0.0,0.6,3,5,3,3.67,394,0,Bronze,44,Lagos,3.7,2.0,Champions
R04186,0,11,0.0,0,4,6,8,263.28,17.55,15,68.665,14.858,1.12,0.4,0.133,0.333,1.0,73.0,0.0,0.571,3,5,1,3.0,698,0,Bronze,30,Nairobi,3.2,0.0,At-Risk
R04187,0,0,0.0,3,3,6,7,401.88,16.75,24,59.622,14.626,1.067,0.417,0.167,0.375,8.0,109.5,0.125,0.429,5,5,4,4.67,339,0,Bronze,42,Nairobi,4.75,0.0,At-Risk
R04188,0,6,0.0,1,3,4,5,285.99,15.89,18,30.081,13.598,1.122,0.333,0.444,0.389,4.0,47.25,0.25,0.6,4,5,1,3.33,484,1,Bronze,25,Lagos,3.6,0.0,At-Risk
R04189,0,13,0.0,0,3,3,6,326.51,16.33,20,48.829,13.716,1.16,0.3,0.1,0.25,5.0,62.2,0.0,0.75,3,5,2,3.33,556,0,Bronze,18,Nairobi,3.45,0.0,At-Risk
R04190,0,41,0.0,0,0,2,5,433.1,22.79,19,0.0,17.881,1.195,0.579,0.263,0.263,6.0,158.5,0.667,0.0,1,1,4,2.0,93,0,Gold,35,Nairobi,1.75,1.0,Dormant
R04191,0,6,0.0,2,3,5,7,389.45,19.47,20,44.406,16.174,1.135,0.2,0.6,0.45,10.0,73.8,0.1,0.5,4,5,3,4.0,568,0,Bronze,35,Lagos,4.1,2.0,Champions
R04192,0,20,0.0,0,1,8,8,420.82,16.83,25,11.24,14.491,1.104,0.28,0.32,0.32,3.0,80.333,0.333,0.111,2,2,4,2.67,515,0,Bronze,37,Lagos,2.5,1.0,Dormant
R04194,0,40,0.0,0,0,2,4,416.74,15.43,27,0.0,14.302,1.048,0.185,0.37,0.259,1.0,17.0,0.0,0.0,1,1,4,2.0,417,1,Bronze,45,Nairobi,1.75,1.0,Dormant
R04195,0,21,0.0,0,1,2,2,244.01,18.77,13,7.54,15.273,1.146,0.615,0.308,0.231,8.0,58.0,0.375,0.333,2,2,1,1.67,70,0,Gold,40,Cairo,1.75,3.0,Loyal Riders
R04196,0,43,0.0,0,0,2,4,361.38,18.07,20,0.0,15.614,1.1,0.25,0.65,0.25,6.0,48.333,0.167,0.0,1,1,3,1.67,720,1,Bronze,29,Nairobi,1.5,1.0,Dormant
R04198,0,14,0.0,0,1,3,4,264.64,16.54,16,19.32,15.158,1.069,0.312,0.312,0.375,7.0,34.429,0.143,0.25,3,2,1,2.0,660,1,Bronze,34,Cairo,2.15,0.0,At-Risk
R04199,0,9,0.0,0,1,2,3,482.65,22.98,21,23.309999999999995,17.646,1.186,0.381,0.667,0.286,7.0,126.286,0.429,0.333,4,2,5,3.67,690,0,Bronze,18,Lagos,3.55,2.0,Champions
R04200,0,38,0.0,0,0,3,7,747.58,20.21,37,0.0,16.895,1.119,0.405,0.216,0.27,7.0,45.286,0.143,0.0,1,1,5,2.33,335,1,Bronze,40,Cairo,2.0,1.0,Dormant
R04201,0,10,0.0,0,3,5,5,440.84,22.04,20,107.719,15.92,1.25,0.65,0.2,0.3,5.0,418.0,0.2,0.5,3,5,4,4.0,364,1,Gold,38,Nairobi,3.95,3.0,Loyal Riders
R04202,0,3,0.0,1,3,4,6,257.3,15.14,17,43.04,13.519,1.053,0.353,0.294,0.353,5.0,159.0,0.0,0.6,5,5,1,3.67,685,0,Bronze,30,Lagos,4.0,0.0,At-Risk
R04203,0,14,0.0,0,1,5,6,497.09,20.71,24,42.058,15.732,1.204,0.333,0.167,0.125,4.0,42.25,0.0,0.167,3,2,5,3.33,500,0,Silver,25,Nairobi,3.15,2.0,Champions
R04204,0,8,0.0,0,1,3,5,355.06,16.14,22,14.57,13.988,1.082,0.5,0.545,0.227,4.0,80.0,0.5,0.25,4,2,3,3.0,698,0,Gold,38,Lagos,3.05,3.0,Loyal Riders
R04206,0,17,0.0,0,2,6,7,467.03,18.68,25,29.28,15.343,1.14,0.48,0.44,0.28,3.0,287.0,0.333,0.286,2,4,5,3.67,510,0,Bronze,40,Lagos,3.45,3.0,Loyal Riders
R04207,0,10,0.0,0,2,3,3,290.9,16.16,18,23.28,14.288,1.106,0.222,0.222,0.389,6.0,50.667,0.0,0.5,3,4,1,2.67,456,0,Silver,23,Nairobi,2.85,0.0,At-Risk
R04208,0,6,0.0,1,3,4,8,412.48,22.92,18,40.87,18.199,1.144,0.389,0.611,0.389,3.0,134.667,0.0,0.6,4,5,4,4.33,162,0,Bronze,45,Lagos,4.35,2.0,Champions
R04209,0,6,0.0,1,2,3,5,324.1,20.26,16,49.385000000000005,16.996,1.125,0.5,0.625,0.25,5.0,95.4,0.2,0.5,4,4,2,3.33,308,0,Bronze,36,Cairo,3.5,2.0,Champions
R04210,0,12,0.0,0,3,4,7,481.0,16.03,30,48.540000000000006,13.879,1.103,0.3,0.333,0.233,7.0,107.143,0.286,0.6,3,5,5,4.33,593,0,Bronze,20,Cairo,4.2,2.0,Champions
R04211,0,13,0.0,0,1,1,3,424.27,19.29,22,17.63,15.603,1.15,0.455,0.455,0.364,2.0,16.5,0.0,0.5,3,2,4,3.0,75,0,Bronze,33,Lagos,2.9,2.0,Champions
R04212,0,8,0.0,0,1,3,4,221.08,18.42,12,12.23,16.112,1.083,0.333,0.417,0.417,4.0,29.5,0.0,0.25,4,2,1,2.33,360,1,Silver,48,Lagos,2.55,0.0,At-Risk
R04213,0,60,0.0,0,0,0,3,193.23,16.1,12,0.0,14.721,1.058,0.333,0.417,0.25,5.0,419.4,0.0,0.0,1,1,1,1.0,336,1,Bronze,34,Cairo,1.0,1.0,Dormant
R04214,0,50,0.0,0,0,3,5,332.64,16.63,20,0.0,13.974,1.085,0.25,0.4,0.35,5.0,94.4,0.0,0.0,1,1,2,1.33,716,0,Silver,43,Lagos,1.25,1.0,Dormant
R04215,0,26,0.0,0,1,4,4,323.32,21.55,15,19.356,17.838,1.14,0.333,0.2,0.2,6.0,81.333,0.0,0.2,2,2,2,2.0,382,0,Bronze,36,Cairo,2.0,1.0,Dormant
R04216,0,74,0.0,0,0,0,2,379.18,18.96,20,0.0,14.957,1.19,0.45,0.6,0.3,7.0,41.429,0.0,0.0,1,1,3,1.67,298,1,Bronze,20,Lagos,1.5,1.0,Dormant
R04217,0,2,0.0,1,1,3,5,445.55,24.75,18,46.76499999999999,17.186,1.278,0.556,0.278,0.444,2.0,618.5,0.0,0.25,5,2,4,3.67,459,1,Bronze,43,Nairobi,3.7,2.0,Champions
R04218,0,0,0.0,1,2,4,5,268.17,17.88,15,56.961,14.855,1.153,0.267,0.733,0.4,6.0,335.667,0.0,0.4,5,4,1,3.33,643,1,Bronze,49,Lagos,3.65,0.0,At-Risk
R04219,0,2,0.0,1,2,3,3,294.0,17.29,17,23.96,15.26,1.088,0.176,0.235,0.235,5.0,163.0,0.0,0.5,5,4,2,3.67,725,0,Bronze,44,Lagos,3.9,0.0,At-Risk
R04220,0,0,0.0,1,5,7,10,496.86,17.75,28,76.30000000000001,14.985,1.096,0.429,0.286,0.357,5.0,69.2,0.0,0.625,5,5,5,5.0,466,1,Bronze,44,Nairobi,5.0,2.0,Champions
R04222,0,47,0.0,0,0,1,2,220.77,14.72,15,0.0,12.892,1.073,0.467,0.267,0.2,7.0,51.0,0.0,0.0,1,1,1,1.0,201,1,Bronze,53,Nairobi,1.0,1.0,Dormant
R04223,0,54,0.0,0,0,1,3,160.57,14.6,11,0.0,13.669,1.045,0.455,0.364,0.273,8.0,67.5,0.0,0.0,1,1,1,1.0,619,0,Bronze,24,Nairobi,1.0,1.0,Dormant
R04224,0,5,0.0,2,3,5,5,516.77,19.88,26,34.365,15.999,1.154,0.115,0.192,0.346,3.0,17.667,0.0,0.5,4,5,5,4.67,260,0,Bronze,21,Cairo,4.6,2.0,Champions
R04225,0,1,0.0,3,3,4,5,217.1,15.51,14,49.842,14.043,1.064,0.143,0.357,0.214,11.0,64.455,0.182,0.6,5,5,1,3.67,428,0,Bronze,42,Lagos,4.0,0.0,At-Risk
R04226,0,4,0.0,1,2,2,5,504.94,22.95,22,28.82,16.79,1.245,0.636,0.591,0.182,6.0,83.5,0.333,0.667,5,4,5,4.67,683,1,Gold,39,Lagos,4.65,2.0,Champions
R04227,0,20,0.0,0,2,4,4,560.68,23.36,24,34.957,17.448,1.267,0.5,0.167,0.125,3.0,6.333,0.667,0.4,2,4,5,3.67,573,0,Bronze,60,Cairo,3.45,3.0,Loyal Riders
R04228,0,1,0.0,1,3,4,4,225.44,15.03,15,44.5,13.411,1.073,0.267,0.467,0.333,4.0,49.25,0.25,0.6,5,5,1,3.67,243,0,Bronze,28,Lagos,4.0,0.0,At-Risk
R04229,0,23,0.0,0,1,1,2,374.88,17.85,21,19.69,14.912,1.11,0.286,0.333,0.286,4.0,12.0,0.0,0.5,2,2,3,2.33,594,0,Bronze,42,Lagos,2.25,0.0,At-Risk
R04230,0,19,0.0,0,1,2,2,356.33,20.96,17,14.79,15.834,1.212,0.588,0.412,0.471,4.0,73.0,0.5,0.333,2,2,3,2.33,293,1,Platinum,21,Cairo,2.25,3.0,Loyal Riders
R04231,0,58,0.0,0,0,1,4,263.74,16.48,16,0.0,14.022,1.112,0.375,0.25,0.312,1.0,27.0,0.0,0.0,1,1,1,1.0,438,0,Silver,26,Cairo,1.0,1.0,Dormant
R04232,0,41,0.0,0,0,1,2,321.42,21.43,15,0.0,16.351,1.227,0.733,0.267,0.133,6.0,20.333,0.5,0.0,1,1,2,1.33,720,1,Platinum,43,Cairo,1.25,1.0,Dormant
R04233,1,43,0.0,0,0,2,6,461.34,28.83,16,0.0,19.796,1.262,0.312,0.25,0.125,4.0,57.75,0.0,0.0,1,1,5,2.33,109,1,Silver,43,Nairobi,2.0,1.0,Dormant
R04234,0,34,0.0,0,0,5,8,537.59,20.68,26,0.0,16.548,1.188,0.231,0.423,0.269,6.0,300.167,0.0,0.0,1,1,5,2.33,134,0,Silver,63,Lagos,2.0,1.0,Dormant
R04235,0,3,0.0,1,4,7,10,556.24,17.38,32,87.88600000000001,14.449,1.138,0.281,0.375,0.188,4.0,82.0,0.25,0.5,5,5,5,5.0,276,0,Silver,44,Cairo,5.0,2.0,Champions
R04236,0,1,0.0,2,3,3,5,217.47,14.5,15,58.786,13.075,1.06,0.2,0.267,0.267,7.0,33.857,0.143,0.75,5,5,1,3.67,674,0,Bronze,35,Lagos,4.0,0.0,At-Risk
R04237,0,3,0.0,1,5,7,8,374.26,16.27,23,99.464,14.567,1.061,0.261,0.217,0.261,7.0,61.286,0.0,0.625,5,5,3,4.33,494,0,Bronze,41,Cairo,4.5,0.0,At-Risk
R04238,0,1,0.0,1,2,2,3,449.31,16.64,27,43.77,14.674,1.089,0.333,0.444,0.296,3.0,238.0,0.333,0.667,5,4,4,4.33,96,0,Bronze,46,Lagos,4.4,2.0,Champions
R04239,0,73,0.0,0,0,0,2,358.24,19.9,18,0.0,15.952,1.206,0.278,0.389,0.222,4.0,520.5,0.0,0.0,1,1,3,1.67,678,0,Silver,26,Cairo,1.5,1.0,Dormant
R04240,0,26,0.0,0,1,2,2,476.14,26.45,18,17.57,19.768,1.239,0.333,0.556,0.167,3.0,112.0,0.0,0.333,2,2,5,3.0,422,1,Silver,31,Lagos,2.75,2.0,Champions
R04241,0,5,0.0,1,3,7,10,238.19,12.54,19,31.24,11.856,1.021,0.421,0.368,0.474,9.0,159.778,0.111,0.375,4,5,1,3.33,418,0,Silver,20,Lagos,3.6,0.0,At-Risk
R04242,0,35,0.0,0,0,2,5,194.73,12.98,15,0.0,12.133,1.047,0.267,0.4,0.333,5.0,50.2,0.6,0.0,1,1,1,1.0,291,0,Bronze,40,Lagos,1.0,1.0,Dormant
R04243,0,31,0.0,0,0,3,5,427.6,15.27,28,0.0,14.257,1.036,0.214,0.286,0.179,2.0,94.5,0.5,0.0,1,1,4,2.0,651,1,Bronze,26,Nairobi,1.75,1.0,Dormant
R04244,0,1,0.0,2,3,5,6,446.1,21.24,21,45.566,16.83,1.176,0.19,0.429,0.238,7.0,129.429,0.0,0.5,5,5,4,4.67,575,1,Bronze,21,Nairobi,4.75,2.0,Champions
R04245,0,3,0.0,1,2,4,4,389.14,17.69,22,34.83,14.436,1.173,0.591,0.591,0.182,3.0,364.0,0.667,0.4,5,4,3,4.0,353,0,Gold,34,Lagos,4.15,3.0,Loyal Riders
R04246,0,17,0.0,0,2,6,7,218.83,14.59,15,33.69199999999999,12.362,1.14,0.333,0.267,0.267,4.0,108.75,0.0,0.286,2,4,1,2.33,386,1,Bronze,30,Lagos,2.45,0.0,At-Risk
R04247,0,21,0.0,0,3,7,9,459.12,16.4,28,37.89,14.581,1.079,0.25,0.214,0.286,2.0,143.5,0.0,0.375,2,5,4,3.67,433,0,Bronze,34,Cairo,3.55,0.0,At-Risk
R04248,0,14,0.0,0,1,1,3,217.98,14.53,15,10.6,12.757,1.067,0.467,0.133,0.333,7.0,107.571,0.286,0.5,3,2,1,2.0,659,1,Gold,27,Cairo,2.15,0.0,At-Risk
R04249,1,30,0.0,0,0,1,4,219.65,15.69,14,0.0,12.543,1.193,0.286,0.643,0.214,8.0,43.75,0.25,0.0,1,1,1,1.0,647,1,Bronze,30,Lagos,1.0,1.0,Dormant
R04250,0,23,0.0,0,2,3,6,239.44,15.96,15,21.856,13.505,1.147,0.267,0.4,0.2,5.0,24.8,0.0,0.5,2,4,1,2.33,306,0,Bronze,33,Cairo,2.45,0.0,At-Risk
R04251,0,40,0.0,0,0,3,5,244.59,16.31,15,0.0,14.791,1.04,0.067,0.267,0.333,4.0,71.75,0.5,0.0,1,1,1,1.0,294,0,Bronze,55,Cairo,1.0,1.0,Dormant
R04252,0,14,0.0,0,2,5,5,262.76,16.42,16,58.53,14.33,1.081,0.5,0.125,0.375,5.0,125.2,0.2,0.333,3,4,1,2.67,401,0,Bronze,32,Cairo,2.85,0.0,At-Risk
R04253,1,2,0.0,1,2,3,4,223.64,13.98,16,27.200000000000003,12.875,1.069,0.188,0.375,0.5,9.0,134.222,0.222,0.5,5,4,1,3.33,372,0,Bronze,41,Lagos,3.65,0.0,At-Risk
R04254,0,30,0.0,0,0,5,7,453.04,16.18,28,0.0,14.518,1.075,0.357,0.321,0.286,6.0,102.167,0.333,0.0,1,1,4,2.0,285,0,Bronze,37,Lagos,1.75,1.0,Dormant
R04255,0,0,-1.0,1,2,4,4,523.85,24.95,21,86.046,17.102,1.305,0.333,0.524,0.333,4.0,18.5,0.0,0.4,5,4,5,4.67,694,0,Bronze,34,Lagos,4.65,2.0,Champions
R04256,0,0,0.0,1,1,1,1,168.49,15.32,11,10.52,13.084,1.1,0.545,0.364,0.364,2.0,21.5,0.0,0.5,5,2,1,2.67,261,0,Silver,32,Nairobi,2.95,0.0,At-Risk
R04257,0,27,0.0,0,1,3,4,400.34,20.02,20,11.89,16.5,1.14,0.65,0.1,0.2,5.0,75.4,0.4,0.25,2,2,4,2.67,280,0,Gold,48,Nairobi,2.5,3.0,Loyal Riders
R04258,0,31,0.0,0,0,3,3,258.53,17.24,15,0.0,14.254,1.093,0.267,0.067,0.133,4.0,46.5,0.25,0.0,1,1,1,1.0,145,1,Bronze,49,Cairo,1.0,1.0,Dormant
R04259,0,19,0.0,0,2,2,4,269.38,14.97,18,34.438,13.043,1.1,0.389,0.5,0.278,6.0,76.667,0.333,0.667,2,4,1,2.33,311,0,Silver,40,Lagos,2.45,0.0,At-Risk
R04260,0,63,0.0,0,0,0,2,422.82,26.43,16,0.0,17.814,1.269,0.312,0.562,0.438,2.0,15.0,0.0,0.0,1,1,4,2.0,234,1,Bronze,33,Lagos,1.75,1.0,Dormant
R04261,0,7,0.0,0,3,4,6,301.14,15.85,19,36.46,14.371,1.058,0.263,0.632,0.316,6.0,169.667,0.0,0.6,4,5,2,3.67,197,0,Silver,26,Lagos,3.85,0.0,At-Risk
R04262,1,118,0.0,0,0,0,0,229.0,22.9,10,0.0,17.702,1.21,0.1,0.6,0.3,4.0,234.5,0.0,0.0,1,1,1,1.0,63,0,Bronze,26,Lagos,1.0,1.0,Dormant
R04263,0,7,0.0,0,3,5,5,442.67,22.13,20,133.44400000000002,16.342,1.225,0.15,0.5,0.3,3.0,56.667,0.0,0.5,4,5,4,4.33,242,1,Bronze,34,Lagos,4.35,2.0,Champions
R04264,0,4,0.0,1,2,3,9,481.0,21.86,22,33.747,16.259,1.2,0.545,0.455,0.455,4.0,94.25,0.0,0.5,5,4,5,4.67,618,0,Bronze,46,Lagos,4.65,2.0,Champions
R04265,0,35,0.0,0,0,2,3,447.6,17.9,25,0.0,14.988,1.136,0.32,0.52,0.32,3.0,168.333,0.0,0.0,1,1,4,2.0,435,0,Bronze,54,Lagos,1.75,1.0,Dormant
R04266,0,9,0.0,0,3,5,5,352.49,19.58,18,60.55,16.353,1.133,0.389,0.222,0.111,9.0,55.111,0.222,0.5,4,5,3,4.0,509,1,Bronze,41,Nairobi,4.1,2.0,Champions
R04267,0,0,0.0,1,3,3,4,460.57,20.93,22,53.040000000000006,16.013,1.164,0.409,0.227,0.364,4.0,178.25,0.0,0.75,5,5,4,4.67,456,1,Bronze,24,Nairobi,4.75,2.0,Champions
R04268,1,33,0.0,0,0,1,1,333.44,15.88,21,0.0,13.024,1.176,0.333,0.333,0.333,8.0,69.625,0.125,0.0,1,1,2,1.33,175,0,Bronze,18,Lagos,1.25,1.0,Dormant
R04269,0,25,0.0,0,1,2,3,293.59,20.97,14,17.049999999999997,16.066,1.229,0.357,0.643,0.643,6.0,70.667,0.0,0.333,2,2,2,2.0,242,0,Bronze,43,Lagos,2.0,1.0,Dormant
R04270,0,2,0.0,1,3,5,7,299.34,17.61,17,61.014,14.566,1.141,0.765,0.235,0.294,2.0,56.5,0.0,0.5,5,5,2,4.0,85,0,Gold,33,Cairo,4.25,3.0,Loyal Riders
R04271,0,6,0.0,1,4,4,7,322.79,15.37,21,45.760000000000005,14.086,1.057,0.381,0.571,0.238,8.0,136.375,0.125,0.8,4,5,2,3.67,438,1,Bronze,19,Lagos,3.85,0.0,At-Risk
R04272,0,5,0.0,1,2,2,4,408.28,22.68,18,63.129,17.48,1.222,0.278,0.333,0.0,3.0,78.667,0.333,0.667,4,4,4,4.0,427,0,Silver,28,Nairobi,4.0,2.0,Champions
R04273,0,86,0.0,0,0,0,2,274.91,16.17,17,0.0,13.833,1.159,0.235,0.647,0.235,2.0,6.0,0.5,0.0,1,1,1,1.0,423,1,Silver,40,Lagos,1.0,1.0,Dormant
